Unnamed: 0,time,Madrid_wind_speed,Valencia_wind_deg,Bilbao_rain_1h,Valencia_wind_speed,Seville_humidity,Madrid_humidity,Bilbao_clouds_all,Bilbao_wind_speed,Seville_clouds_all,Bilbao_wind_deg,Barcelona_wind_speed,Barcelona_wind_deg,Madrid_clouds_all,Seville_wind_speed,Barcelona_rain_1h,Seville_pressure,Seville_rain_1h,Bilbao_snow_3h,Barcelona_pressure,Seville_rain_3h,Madrid_rain_1h,Barcelona_rain_3h,Valencia_snow_3h,Madrid_weather_id,Barcelona_weather_id,Bilbao_pressure,Seville_weather_id,Valencia_pressure,Seville_temp_max,Madrid_pressure,Valencia_temp_max,Valencia_temp,Bilbao_weather_id,Seville_temp,Valencia_humidity,Valencia_temp_min,Barcelona_temp_max,Madrid_temp_max,Barcelona_temp,Bilbao_temp_min,Bilbao_temp,Barcelona_temp_min,Bilbao_temp_max,Seville_temp_min,Madrid_temp,Madrid_temp_min
10,2015-01-02 09:00:00,1.0,level_9,0.0,1.6666666667,83.0,67.0,21.3333333333,1.0,0.0,237.3333333333,1.3333333333,299.0,0.0,3.0,0.0,sp25,0.0,0.0,1039.0,0.0,0.0,0.0,0.0,800.0,800.0,1038.0,800.0,1007.0,280.4183333333,976.0,278.1516666667,278.1516666667,801.0,280.4183333333,64.0,278.1516666667,283.3266666667,268.83,283.3266666667,275.8155625,275.8155625,283.3266666667,275.8155625,280.4183333333,268.83,268.83
11,2015-01-02 12:00:00,1.0,level_9,0.0,1.0,77.3333333333,55.6666666667,21.0,1.0,0.0,257.0,2.0,270.3333333333,0.0,3.0,0.0,sp25,0.0,0.0,1037.0,0.0,0.0,0.0,0.0,800.0,800.0,1038.0,800.0,1021.6666666667,286.0148958333,1007.0,286.3941041667,286.3941041667,801.0,286.0148958333,44.3333333333,286.3941041667,285.4691041667,280.6235520833,285.4691041667,281.6291145833,281.6291145833,285.4691041667,281.6291145833,286.0148958333,280.6235520833,280.6235520833
12,2015-01-02 15:00:00,1.0,level_7,0.0,1.0,74.3333333333,55.6666666667,20.0,0.6666666667,0.0,260.6666666667,2.0,261.3333333333,8.6666666667,3.6666666667,0.0,sp25,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,800.3333333333,800.0,1038.0,800.0,,285.7070520833,1037.3333333333,284.82178125,284.82178125,801.0,285.7070520833,46.3333333333,284.82178125,285.9023333333,282.4481770833,285.9023333333,282.7301145833,282.7301145833,285.9023333333,282.7301145833,285.7070520833,282.4481770833,282.4481770833
13,2015-01-02 18:00:00,1.0,level_7,0.0,1.0,80.6666666667,73.6666666667,14.3333333333,1.0,0.0,232.6666666667,2.0,265.6666666667,24.3333333333,3.0,0.0,sp25,0.0,0.0,1037.0,0.0,0.0,0.0,0.0,801.3333333333,801.0,1038.0,800.0,1021.3333333333,282.6940520833,1006.3333333333,278.1371145833,278.1371145833,800.6666666667,282.6940520833,71.6666666667,278.1371145833,285.0005625,276.4644375,285.0005625,278.4345,278.4345,285.0005625,278.4345,282.6940520833,276.4644375,276.4644375
14,2015-01-02 21:00:00,1.0,level_8,0.0,1.0,89.0,68.0,5.3333333333,1.0,0.0,200.0,2.0,285.0,8.0,3.0,0.0,sp25,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,800.0,803.0,1037.6666666667,800.0,1007.0,279.087,976.0,273.169,273.169,800.0,279.087,78.6666666667,273.169,284.362,271.087,284.362,274.5386666667,274.5386666667,284.362,274.5386666667,279.087,271.087,271.087
15,2015-01-03 00:00:00,1.0,level_9,0.0,1.0,88.0,69.6666666667,2.0,1.0,0.0,199.0,2.6666666667,318.6666666667,1.3333333333,3.0,0.0,sp25,0.0,0.0,1036.6666666667,0.0,0.0,0.0,0.0,800.0,801.3333333333,1037.0,800.0,1006.6666666667,277.6253333333,986.6666666667,272.211,272.211,800.0,277.6253333333,78.6666666667,272.211,283.3866666667,269.1461666667,283.3866666667,273.14521875,273.14521875,283.3866666667,273.14521875,277.6253333333,269.1461666667,269.1461666667
16,2015-01-03 03:00:00,1.0,level_8,0.0,1.3333333333,85.0,61.0,6.6666666667,1.0,0.0,197.0,3.0,322.0,0.0,2.0,0.0,sp25,0.0,0.0,1037.0,0.0,0.0,0.0,0.0,800.0,801.0,1035.6666666667,800.0,1005.6666666667,276.217,976.0,271.9676666667,271.9676666667,800.0,276.217,80.0,271.9676666667,282.867,267.742,282.867,272.7896666667,272.7896666667,282.867,272.7896666667,276.217,267.742,267.742
17,2015-01-03 06:00:00,0.0,level_8,0.0,2.0,84.0,60.0,10.6666666667,1.0,0.0,209.3333333333,3.0,305.0,0.0,2.0,0.0,sp25,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,800.0,800.0,1035.3333333333,800.0,1005.3333333333,275.319,976.0,273.255,273.255,800.3333333333,275.319,79.3333333333,273.255,282.219,267.069,282.219,273.0878333333,273.0878333333,282.219,273.0878333333,275.319,267.069,267.069
18,2015-01-03 09:00:00,1.3333333333,level_8,0.0,2.0,87.3333333333,66.6666666667,8.6666666667,1.0,0.0,222.0,2.6666666667,314.6666666667,0.0,2.0,0.0,sp25,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1005.6666666667,279.9323333333,976.0,279.874,279.874,800.3333333333,279.9323333333,69.0,279.874,284.049,273.8656666667,284.049,276.4790416667,276.4790416667,284.049,276.4790416667,279.9323333333,273.8656666667,273.8656666667
19,2015-01-03 12:00:00,2.0,level_9,0.0,2.0,88.0,68.0,3.3333333333,1.0,0.0,228.3333333333,2.0,306.0,0.0,2.0,0.0,sp25,0.0,0.0,1036.0,0.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1005.0,285.243,976.0,287.968,287.968,800.0,285.243,51.0,287.968,286.043,282.043,286.043,281.6285520833,281.6285520833,286.043,281.6285520833,285.243,282.043,282.043
20,2015-01-03 15:00:00,1.0,level_8,0.0,2.0,75.3333333333,63.3333333333,0.0,1.0,0.0,239.3333333333,1.3333333333,264.0,0.0,2.6666666667,0.0,sp25,0.0,0.0,1032.6666666667,0.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1015.0,287.3056875,1000.0,288.7015208333,288.7015208333,800.0,287.3056875,53.0,288.7015208333,287.0563958333,283.8958020833,287.0563958333,282.6778333333,282.6778333333,287.0563958333,282.6778333333,287.3056875,283.8958020833,283.8958020833
21,2015-01-03 18:00:00,1.0,level_8,0.0,2.0,84.0,77.6666666667,0.0,0.0,0.0,269.3333333333,1.3333333333,217.6666666667,0.0,1.6666666667,0.0,sp25,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,800.0,800.0,1036.3333333333,800.0,1012.6666666667,282.28421875,995.0,281.3175625,281.3175625,800.0,282.28421875,70.3333333333,281.3175625,285.96478125,275.6481145833,285.96478125,278.34521875,278.34521875,285.96478125,278.34521875,282.28421875,275.6481145833,275.6481145833
22,2015-01-03 21:00:00,0.6666666667,level_9,0.0,2.0,84.6666666667,68.6666666667,0.0,0.3333333333,0.0,268.0,2.0,44.0,0.0,1.0,0.0,sp25,0.0,0.0,1027.6666666667,0.0,0.0,0.0,0.0,800.0,800.0,1037.0,800.0,1003.0,277.774,974.6666666667,277.0573333333,277.0573333333,800.0,277.774,78.6666666667,277.0573333333,284.7266666667,270.7156666667,284.7266666667,274.0706145833,274.0706145833,284.7266666667,274.0706145833,277.774,270.7156666667,270.7156666667
23,2015-01-04 00:00:00,0.3333333333,level_9,0.0,2.0,79.3333333333,65.0,5.3333333333,0.6666666667,0.0,243.6666666667,1.3333333333,29.6666666667,0.0,1.6666666667,0.0,sp25,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,800.0,800.0,1037.0,800.0,1002.6666666667,276.3763333333,973.6666666667,275.8596666667,275.8596666667,800.0,276.3763333333,77.6666666667,275.8596666667,285.1833333333,269.4013333333,285.1833333333,272.6113333333,272.6113333333,285.1833333333,272.6113333333,276.3763333333,269.4013333333,269.4013333333
24,2015-01-04 03:00:00,1.0,level_9,0.0,2.0,81.0,63.6666666667,31.0,1.0,0.0,229.6666666667,1.3333333333,7.3333333333,0.0,3.3333333333,0.0,sp25,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1002.0,277.3466666667,973.0,275.0883333333,275.0883333333,801.6666666667,277.3466666667,76.3333333333,275.0883333333,285.0533333333,268.7716666667,285.0533333333,272.98778125,272.98778125,285.0533333333,272.98778125,277.3466666667,268.7716666667,268.7716666667
25,2015-01-04 06:00:00,1.0,level_9,0.2,1.6666666667,86.0,65.0,66.6666666667,1.0,0.0,225.0,1.3333333333,217.3333333333,0.0,3.6666666667,0.0,sp25,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1002.3333333333,278.1563333333,973.0,275.773,275.773,601.0,278.1563333333,74.6666666667,275.773,283.9566666667,268.479,283.9566666667,274.8118333333,274.8118333333,283.9566666667,274.8118333333,278.1563333333,268.479,268.479
26,2015-01-04 09:00:00,1.0,level_9,0.3,1.0,84.0,70.0,88.6666666667,1.0,0.0,207.6666666667,1.0,187.3333333333,0.0,3.0,0.0,sp25,0.0,0.0,1027.6666666667,0.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1003.0,278.761,973.0,277.761,277.761,500.0,278.761,74.0,277.761,287.1166666667,271.386,287.1166666667,277.931,277.931,287.1166666667,277.931,278.761,271.386,271.386
27,2015-01-04 12:00:00,1.0,level_8,0.3,1.0,80.3333333333,63.3333333333,90.6666666667,1.0,0.0,200.0,1.6666666667,169.0,0.0,1.6666666667,0.0,sp25,0.0,0.0,1027.6666666667,0.0,0.0,0.0,0.0,800.0,800.0,1035.3333333333,800.0,1002.0,287.362,982.0,289.059,289.059,500.0,287.362,56.3333333333,289.059,289.3595,284.5488333333,289.3595,280.9558854167,280.9558854167,289.3595,280.9558854167,287.362,284.5488333333,284.5488333333
28,2015-01-04 15:00:00,1.0,level_6,0.3,1.0,74.0,62.0,76.6666666667,1.0,0.0,197.0,0.3333333333,142.3333333333,0.0,1.0,0.0,sp25,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,800.0,801.0,1034.6666666667,800.0,1001.0,288.4283333333,970.0,288.2098333333,288.2098333333,500.0,288.4283333333,61.3333333333,288.2098333333,289.0083333333,285.2255,289.0083333333,281.57178125,281.57178125,289.0083333333,281.57178125,288.4283333333,285.2255,285.2255
29,2015-01-04 18:00:00,1.0,level_4,0.3,1.3333333333,81.3333333333,75.0,50.3333333333,0.3333333333,0.0,184.3333333333,1.0,168.3333333333,0.0,1.0,0.0,sp25,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,800.0,800.3333333333,1034.0,800.0,1002.3333333333,280.6695,970.0,278.057,278.057,500.0,280.6695,89.3333333333,278.057,287.265,275.5735,287.265,279.4338333333,279.4338333333,287.265,279.4338333333,280.6695,275.5735,275.5735
30,2015-01-04 21:00:00,1.0,level_6,0.3,1.0,78.3333333333,70.3333333333,28.0,0.0,0.0,166.6666666667,1.6666666667,316.0,0.0,1.0,0.0,sp25,0.0,0.0,1028.6666666667,0.0,0.0,0.0,0.0,800.0,800.0,1033.3333333333,800.0,1013.0,277.5303333333,970.0,275.1255,275.1255,500.0,277.5303333333,89.6666666667,275.1255,286.0048333333,272.422,286.0048333333,276.5784479167,276.5784479167,286.0048333333,276.5784479167,277.5303333333,272.422,272.422
31,2015-01-05 00:00:00,1.0,level_10,0.1,1.3333333333,80.6666666667,71.6666666667,15.3333333333,0.0,14.6666666667,159.6666666667,1.6666666667,311.6666666667,0.0,1.0,0.0,sp25,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,800.0,800.0,1032.3333333333,800.6666666667,1003.0,275.9313333333,980.3333333333,273.5896666667,273.5896666667,700.6666666667,275.9313333333,85.3333333333,273.5896666667,284.2071666667,271.258,284.2071666667,274.5388229167,274.5388229167,284.2071666667,274.5388229167,275.9313333333,271.258,271.258
32,2015-01-05 03:00:00,1.0,level_10,0.0,1.6666666667,81.0,65.0,10.6666666667,0.0,60.0,165.6666666667,1.0,337.0,0.0,1.0,0.0,sp25,0.0,0.0,1026.3333333333,0.0,0.0,0.0,0.0,800.0,800.0,1030.6666666667,802.6666666667,1002.6666666667,276.8316666667,969.0,273.5733333333,273.5733333333,800.3333333333,276.8316666667,84.0,273.5733333333,282.5133333333,270.453,282.5133333333,273.3702291667,273.3702291667,282.5133333333,273.3702291667,276.8316666667,270.453,270.453
33,2015-01-05 06:00:00,1.0,level_10,0.0,1.0,87.0,68.0,18.6666666667,0.0,92.0,170.3333333333,1.0,337.0,0.0,1.0,0.0,sp25,0.0,0.0,1026.6666666667,0.0,0.0,0.0,0.0,800.0,800.0,1029.3333333333,804.0,1002.0,279.439,969.0,274.763,274.763,801.0,279.439,83.6666666667,274.763,282.3833333333,269.839,282.3833333333,273.1648958333,273.1648958333,282.3833333333,273.1648958333,279.439,269.839,269.839
34,2015-01-05 09:00:00,1.0,level_9,0.0,1.0,92.0,71.6666666667,23.3333333333,0.6666666667,92.0,174.3333333333,1.6666666667,317.6666666667,8.0,1.0,0.0,sp25,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,800.6666666667,800.0,1028.3333333333,804.0,1001.3333333333,281.711,969.6666666667,280.3176666667,280.3176666667,801.6666666667,281.711,78.3333333333,280.3176666667,286.1233333333,271.952,286.1233333333,274.7241145833,274.7241145833,286.1233333333,274.7241145833,281.711,271.952,271.952
35,2015-01-05 12:00:00,1.6666666667,level_7,0.0,1.0,91.3333333333,70.6666666667,13.3333333333,1.0,76.0,181.0,2.0,204.3333333333,0.0,2.0,0.0,sp25,0.1,0.0,1025.3333333333,0.0,0.0,0.0,0.0,800.0,800.0,1027.3333333333,702.0,1000.0,284.5,968.3333333333,287.3413333333,287.3413333333,800.6666666667,284.5,66.3333333333,287.3413333333,288.6933333333,283.4583333333,288.6933333333,277.9655520833,277.9655520833,288.6933333333,277.9655520833,284.5,283.4583333333,283.4583333333
36,2015-01-05 21:00:00,1.0,level_6,0.0,0.3333333333,94.0,71.3333333333,3.3333333333,0.3333333333,92.0,188.6666666667,3.6666666667,167.6666666667,0.0,1.0,0.0,sp25,0.0,0.0,1023.3333333333,0.0,0.0,0.0,0.0,800.0,801.3333333333,1026.0,804.0,997.6666666667,283.031,965.6666666667,275.4768333333,275.4768333333,800.0,283.031,90.0,275.4768333333,285.3233333333,270.6143333333,285.3233333333,273.73778125,273.73778125,285.3233333333,273.73778125,283.031,270.6143333333,270.6143333333
37,2015-01-06 00:00:00,1.0,level_9,0.0,1.0,95.3333333333,67.0,7.3333333333,0.3333333333,68.0,196.6666666667,2.6666666667,190.0,0.0,1.6666666667,0.0,sp25,0.0,0.0,1021.6666666667,0.0,0.0,0.0,0.0,800.0,803.3333333333,1026.0,803.0,995.6666666667,281.7463333333,965.0,273.7213333333,273.7213333333,800.3333333333,281.7463333333,86.0,273.7213333333,284.2566666667,268.813,284.2566666667,272.3454479167,272.3454479167,284.2566666667,272.3454479167,281.7463333333,268.813,268.813
38,2015-01-06 03:00:00,1.0,level_9,0.0,1.0,96.3333333333,65.6666666667,17.6666666667,0.6666666667,42.6666666667,198.3333333333,1.0,127.0,21.3333333333,2.6666666667,0.0,sp25,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,801.0,803.3333333333,1026.6666666667,802.0,995.0,280.178,965.0,272.8696666667,272.8696666667,801.0,280.178,86.0,272.8696666667,283.4233333333,268.153,283.4233333333,272.09684375,272.09684375,283.4233333333,272.09684375,280.178,268.153,268.153
39,2015-01-06 06:00:00,0.6666666667,level_9,0.0,1.0,96.6666666667,73.6666666667,40.6666666667,1.0,85.3333333333,203.0,1.0,119.6666666667,69.3333333333,2.0,0.0,sp25,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,803.0,802.0,1027.0,803.6666666667,995.0,279.7816666667,965.0,273.3983333333,273.3983333333,802.0,279.7816666667,87.3333333333,273.3983333333,282.81,269.765,282.81,273.24171875,273.24171875,282.81,273.24171875,279.7816666667,269.765,269.765
40,2015-01-06 09:00:00,0.0,level_9,0.0,1.0,96.0,87.0,58.0,1.0,80.0,207.3333333333,1.6666666667,169.0,80.0,2.0,0.0,sp25,0.0,0.0,1022.0,0.0,0.0,0.0,0.0,803.0,802.0,1027.3333333333,803.0,995.0,280.545,965.0,278.922,278.922,802.6666666667,280.545,82.6666666667,278.922,286.2933333333,273.445,286.2933333333,276.2502291667,276.2502291667,286.2933333333,276.2502291667,280.545,273.445,273.445
41,2015-01-06 12:00:00,1.0,level_7,0.0,0.6666666667,91.0,88.0,51.3333333333,1.0,28.0,179.0,1.0,157.0,28.0,2.0,0.0,sp25,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,801.6666666667,800.6666666667,1027.3333333333,801.6666666667,994.3333333333,283.5875,965.0,286.4,286.4,802.3333333333,283.5875,66.0,286.4,286.95,278.588,286.95,279.8427291667,279.8427291667,286.95,279.8427291667,283.5875,278.588,278.588
42,2015-01-06 15:00:00,1.0,level_4,0.0,0.3333333333,90.0,85.3333333333,37.6666666667,0.3333333333,58.0,119.0,0.6666666667,111.3333333333,12.0,1.3333333333,0.0,sp25,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,800.6666666667,800.0,1027.3333333333,802.6666666667,994.6666666667,282.716,964.0,283.237,283.237,802.3333333333,282.716,79.0,283.237,286.6,276.9485,286.6,280.6681770833,280.6681770833,286.6,280.6681770833,282.716,276.9485,276.9485
43,2015-01-06 18:00:00,1.0,level_3,0.0,1.0,90.3333333333,80.3333333333,44.3333333333,0.0,64.0,102.0,1.0,326.0,24.0,1.3333333333,0.0,sp25,0.0,0.0,1022.6666666667,0.0,0.0,0.0,0.0,801.0,801.3333333333,1028.0,802.6666666667,995.6666666667,279.5155,964.6666666667,278.3905,278.3905,802.3333333333,279.5155,95.0,278.3905,284.35,272.128,284.35,278.6093854167,278.6093854167,284.35,278.6093854167,279.5155,272.128,272.128
44,2015-01-06 21:00:00,1.0,level_7,0.0,1.0,89.3333333333,72.6666666667,41.3333333333,0.6666666667,78.6666666667,140.0,1.0,232.0,18.6666666667,1.6666666667,0.0,sp25,0.0,0.0,1023.3333333333,0.0,0.0,0.0,0.0,800.6666666667,802.0,1029.0,803.0,1001.6666666667,277.644,965.0,277.9374479167,277.9374479167,802.0,277.644,95.6666666667,277.9374479167,284.0,269.569,284.0,276.0754895833,276.0754895833,284.0,276.0754895833,277.644,269.569,269.569
45,2015-01-07 00:00:00,1.0,level_10,0.0,1.0,90.0,73.0,24.3333333333,1.0,54.6666666667,181.3333333333,1.0,284.3333333333,5.3333333333,1.3333333333,0.0,sp25,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,800.0,802.0,1029.0,802.3333333333,997.3333333333,276.611,976.0,279.1026666667,279.1026666667,801.0,276.611,97.0,279.1026666667,283.9666666667,268.4026666667,283.9666666667,274.49184375,274.49184375,283.9666666667,274.49184375,276.611,268.4026666667,268.4026666667
46,2015-01-07 03:00:00,1.0,level_10,0.0,1.3333333333,86.0,65.0,17.3333333333,1.0,18.6666666667,202.6666666667,1.3333333333,322.0,0.0,2.0,0.0,sp25,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,800.0,802.0,1030.0,801.3333333333,998.0,276.1046666667,966.0,279.413,279.413,801.0,276.1046666667,98.0,279.413,284.2933333333,267.626,284.2933333333,273.46671875,273.46671875,284.2933333333,273.46671875,276.1046666667,267.626,267.626
47,2015-01-07 06:00:00,1.0,level_10,0.0,1.6666666667,86.6666666667,70.0,17.3333333333,1.0,35.3333333333,210.6666666667,1.3333333333,338.6666666667,0.0,2.3333333333,0.1,sp25,0.0,0.0,1025.6666666667,0.0,0.0,0.0,0.0,800.0,701.3333333333,1030.6666666667,802.0,1008.3333333333,275.9484375,973.3333333333,278.6685625,278.6685625,801.0,275.9484375,94.0,278.6685625,282.8766666667,267.5345520833,282.8766666667,273.4238854167,273.4238854167,282.8766666667,273.4238854167,275.9484375,267.5345520833,267.5345520833
48,2015-01-07 09:00:00,1.0,level_10,0.0,1.3333333333,89.6666666667,82.3333333333,6.6666666667,1.0,32.3333333333,203.6666666667,2.0,340.3333333333,0.0,2.6666666667,0.2,sp25,0.0,0.0,1027.3333333333,0.0,0.0,0.0,0.0,800.0,600.6666666667,1031.0,802.0,1018.6666666667,279.6951041667,992.3333333333,280.6588854167,280.6588854167,800.3333333333,279.6951041667,82.6666666667,280.6588854167,284.3166666667,272.9814791667,284.3166666667,276.0741666667,276.0741666667,284.3166666667,276.0741666667,279.6951041667,272.9814791667,272.9814791667
49,2015-01-07 12:00:00,1.0,level_8,0.0,1.0,82.0,72.3333333333,0.0,1.0,0.0,208.3333333333,1.0,255.3333333333,0.0,2.3333333333,0.2,sp25,0.0,0.0,1028.3333333333,0.0,0.0,0.0,0.0,800.0,600.6666666667,1031.0,800.0,1012.3333333333,284.2353958333,994.0,284.1879479167,284.1879479167,800.0,284.2353958333,74.6666666667,284.1879479167,285.5790520833,280.7548333333,285.5790520833,280.3274479167,280.3274479167,285.5790520833,280.3274479167,284.2353958333,280.7548333333,280.7548333333
50,2015-01-07 15:00:00,1.0,level_6,0.0,1.0,75.3333333333,71.6666666667,0.0,1.0,0.0,210.3333333333,0.6666666667,222.6666666667,0.0,3.0,0.3,sp23,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,800.0,500.0,1030.3333333333,800.0,,283.8979479167,1030.3333333333,282.9782291667,282.9782291667,800.0,283.8979479167,79.0,282.9782291667,284.1173854167,280.2535,284.1173854167,281.58128125,281.58128125,284.1173854167,281.58128125,283.8979479167,280.2535,280.2535
